OOOOOOBOBIOO, ATUALIZAÇÃO Finalizada a obra da GASMIG Contorno com Getúlio Vargas Trânsito liberado ,Notification,0,0,0,0,OOOOOOBOBIOO,OOOOOOBOBIOO,OOOOOOBOBIOO,Notification,Notification,Notification,579df7d7a1f31,57c569391e177,57e7e133bbf9c,0bFt0y35h6
OOOOOBOBIIOOOOB, Veículo com problema mecânico na Contorno com Prudente de Morais faixa da esquerda sentido Savassi ,Alert,0,0,0,0,OOOOOBOBIIOOOOB,OOOOOBOBIIOOOOB,OOOOOBOBIIOOOOB,Alert,Alert,Alert,579e226a688db,579df7d7a1f31,57c569391e177,0csDlzGjfT
OOOOBOB, Atualização Via liberada na Bahia com Goitacazes ,Notification,0,0,0,0,OOOOBOB,OOOOBOB,OOOOBOB,Notification,Notification,Notification,578fb11f77bea,57b4d7be3058a,579df7d7a1f31,0dvMoNcI1d
OOOBIIIOOOOOOOOOBIIIOBIII, Trânsito bom na Avenida NS do Carmo trechos maior volume mas fluindo bom no entorno da Praça M Goes Menicucci no Trevo do BH Shopping ,Notification,0,3,0,3,OOOBIIIOOOOOOOOOBIIIOOOBI,OOOBIIIOOOOOOOOOBIIIOBIII,OOOBIIIOOOOOOOOOBIIIOBIII,Notification,Notification,Notification,578fb11f77bea,579df7d7a1f31,57c569391e177,0e0C8zPpSo
OOOOOBIBIBB, Trânsito intenso na região do bairro Floresta ouso Alegre Jacuí Salinas ,Alert,0,2,0,2,OOOOOOBBIBB,OOOOOBIBIBB,OOOOOBIBIBB,Alert,Alert,Alert,579df7d7a1f31,57c569391e177,57de9eb604a11,0eR7kUyrQd
OOOOOOOOOOOOOOOO, Confira trajetos quais vias serão fechadas itinerários alterados dos coletivos nas diversas regiões e horários site ,Notification,0,0,0,0,OOOOOOOOOOOOOOOO,OOOOOOOOOOOOOOOO,OOOOOOOOOOOOOOOO,Notification,Notification,Notification,579df7d7a1f31,57de9eb604a11,57ea5cf4c0707,0fYZdZcVD3
OOOOOOOOOBII, Trânsito bom em todas as vias e acessos do Complexo da Lagoinha ,Notification,0,0,0,0,OOOOOOOOOBII,OOOOOOOOOBII,OOOOOOOOOBII,Notification,Notification,Notification,578fb11f77bea,57b4d7be3058a,579df7d7a1f31,0gdOhu7LSh
OOOBIIIOO, Trânsito intenso no Viaduto Dona Helena Greco sentido bairro ,Alert,0,0,0,0,OOOBIIIOO,OOOBIIIOO,OOOBIIIOO,Alert,Alert,Alert,578fb11f77bea,57b4d7be3058a,579df7d7a1f31,0hliYcrGBy
OOOBII, Trânsito bom na Avenida Raja Gabaglia ,Notification,0,0,0,0,OOOBII,OOOBII,OOOBII,Notification,Notification,Notification,578fb11f77bea,579df7d7a1f31,57b4d7be3058a,0iS2Sq4udQ
OOOOBOBIIOO, Caminhão com defeito na Contorno com Praça Clemente Faria via liberada,Notification,0,0,0,0,OOOOBOBIIOO,OOOOBOBIIOO,OOOOBOBIIOO,Notification,Notification,Notification,578fb11f77bea,57b4d7be3058a,579df7d7a1f31,0jTSGVTxrS
OOOBIOOBIOBIIBIOBI, Trânsito intenso na Silviano Brandão entre a Conselheiro Lafaiete e Genoveva de Souza Sagrada Família sentido Cristiano Machado ,Alert,0,0,0,0,OOOBIOOBIOBIIBIOBI,OOOBIOOBIOBIIBIOBI,OOOBIOOBIOBIIBIOBI,Notification,Alert,Alert,579df7d7a1f31,57c569391e177,57de9eb604a11,0jwiS7jriz
OOOOBIOBOBIOB, Trânsito está lento na Pedro I sentido centro entre João Samaha e Barragem ,Alert,0,0,0,0,OOOOBIOBOBIOB,OOOOBIOBOBIOB,OOOOBIOBOBIOB,Alert,Alert,Alert,578fb11f77bea,57b9d2b577f53,579df7d7a1f31,0kV54r9wga
OOOBIOOOOOOOOOBIOOBIIII, Trânsito bom na Avenida Amazonas e trechos com maior volume mas fluindo bom na Via Expressa próximo a Estação do Metro da Gameleira ,Notification,0,0,0,0,OOOBIOOOOOOOOOBIOOBIIII,OOOBIOOOOOOOOOBIOOBIIII,OOOBIOOOOOOOOOBIOOBIIII,Notification,Notification,Notification,578fb11f77bea,579df7d7a1f31,57c569391e177,0knfYmFJLC
OOBIOBIOOOOOOBI, Acidente na Pedro II com Carlos Luz causa retenção sentido bairro desvio pela Carlos Luz ,Incident,0,0,0,0,OOBIOBIOOOOOOBI,OOBIOBIOOOOOOBI,OOBIOBIOOOOOOBI,Incident,Incident,Incident,578fb11f77bea,579df7d7a1f31,579e226a688db,0nJFduOKrR
OOOOOOOOBOOOOBIIOOOOB,Atualização No momento acontecem 2 manifestações Uma próximo Andradas e outra próximo a Praça Raul Soares manifestantes em deslocamento pela Amazonas ,Alert,0,0,0,0,OOOOOOOOBOOOOBIIOOOOB,OOOOOOOOBOOOOBIIOOOOB,OOOOOOOOBOOOOBIIOOOOB,Alert,Alert,Alert,578fb11f77bea,57b4d7be3058a,579df7d7a1f31,0nqhFpS0jc
OOOOOOOO, Final das operações do Twitter BHTRANS Retornaremos Segunda,Notification,0,0,0,0,OOOOOOOO,OOOOOOOO,OOOOOOOO,Notification,Notification,Notification,579e226a688db,579df7d7a1f31,57c569391e177,0oDUgBs4fq
OOOOOOOOOOBIIOOOOOOOO, Operação de trânsito e de transportes para Carnaval 2016 na Praça da Savassi a partir de sábado dia 6 2 site ,Notification,0,0,0,0,OOOOOOOOOOBIIOOOOOOOO,OOOOOOOOOOBIIOOOOOOOO,OOOOOOOOOOBIIOOOOOOOO,Notification,Notification,Notification,578fb11f77bea,579df7d7a1f31,57c569391e177,0pcQSsv9Cc
OOOOOOO, Trânsito sem ocorrências de destaque no momento ,Notification,0,0,0,0,OOOOOOO,OOOOOOO,OOOOOOO,Notification,Notification,Notification,578fb11f77bea,57b9d2b577f53,579df7d7a1f31,0t5I5UHaJ7
OOBIOOBOOOBI, Acidente na Silviano Brandão próximo a Andradas prejudica trânsito sentido Cristiano machado ,Incident,0,0,0,0,OOBIOOBOOOBI,OOBIOOBOOOBI,OOBIOOBOOOBI,Incident,Incident,Alert,578fefba62227,578fb11f77bea,57c569391e177,0tC9ip9QR4
OOOOOOOBOOOOOOOO, Trânsito intenso com trechos lentos próximo a Rodoviária com reflexo nas vias que buscam este acesso ,Alert,0,0,0,0,OOOOOOOBOOOOOOOO,OOOOOOOBOOOOOOOO,OOOOOOOBOOOOOOOO,Alert,Alert,Alert,578fb11f77bea,579df7d7a1f31,57c569391e177,0ujSyjwkhY
OOOOOOOOOOOOOOOO, Atenção para os novos itinerários da linhas 3501A 3501B 3502 e 3503A na Área Central site ,Notification,0,0,0,0,OOOOOOOOOOOOOOOO,OOOOOOOOOOOOOOOO,OOOOOOOOOOOOOOOO,Notification,Notification,Notification,578fed8279970,578fb11f77bea,57c569391e177,0v6dNeoM9h
OOOOOBIOOOBOOBI, Trânsito intenso na região do bairro Floresta com lentidão na Jacuí e na Pouso Alegre,Alert,0,2,0,2,OOOOOOBOOOBOOBI,OOOOOBIOOOBOOBI,OOOOOBIOOOBOOBI,Alert,Alert,Alert,579e226a688db,579df7d7a1f31,57c569391e177,0xCr5jyITj
OOOOOOOOOBII, Trânsito bom em todas as vias e acessos do Complexo da Lagoinha ,Notification,0,0,0,0,OOOOOOOOOBII,OOOOOOOOOBII,OOOOOOOOOBII,Notification,Notification,Notification,578fb11f77bea,579df7d7a1f31,57c569391e177,0xQZUxLA82
OOOOBIBIOB, ATUALIZAÇÃO Via liberada na Afonso Pena Praça Sete sentido Mangabeiras ,Notification,0,0,0,0,OOOOBIBIOB,OOOOBIBIOB,OOOOBIBIOB,Notification,Notification,Notification,579df7d7a1f31,57de9eb604a11,57ea5cf4c0707,0xgGxHDrLo
OOOOOOOOOOOOBIIOOBIIIOBIII, Trânsito bom e trechos com maior volume mas fluindo sob chuva na NS do Carmo bom no trevo do BH Shopping na Praça M Goes Menicucci ,Notification,0,0,0,0,OOOOOOOOOOOOBIIOOBIIIOBIII,OOOOOOOOOOOOBIIOOBIIIOBIII,OOOOOOOOOOOOBIIOOBIIIOBIII,Notification,Alert,Notification,579df7d7a1f31,57e7e133bbf9c,57de9eb604a11,0yPS1mxbUY
OOBIIOOOOOOOOOOOO, Interdição do Viaduto Santa Tereza para evento Cidade Viva no domingo dia 24 1 Saiba mais site ,Incident,0,0,0,0,OOBIIOOOOOOOOOOOO,OOBIIOOOOOOOOOOOO,OOBIIOOOOOOOOOOOO,Incident,Incident,Alert,578fb11f77bea,579df7d7a1f31,579e226a688db,0ydyBOyZYH
OOOOBOBIOBOOOO, Foliões deslocam se pela Bahia entre Afonso Pena e Goitacazes apenas uma faixa liberada ,Alert,0,0,0,0,OOOOBOBIOBOOOO,OOOOBOBIOBOOOO,OOOOBOBIOBOOOO,Alert,Alert,Alert,578fb11f77bea,57969c7874307,579df7d7a1f31,0zFefhNi7T
OOOOOOOOOOOOOOO,Participe da 5ª Reunião do Observatório da Mobilidade Urbana de BH Inscrições pelo link site ,Notification,0,1,0,1,OOOOOOOOOOBOOOO,OOOOOOOOOOOOOOO,OOOOOOOOOOOOOOO,Notification,Notification,Notification,578fb11f77bea,57b9d2b577f53,57c569391e177,0zNnndr7cS
OOOOBOBIOBIOBIOOOBOOBI, Trânsito está lento na Vilarinho sentido Cristiano Machado entre Padre Marzano e Marçon Ribeiro e entre a Estação e a C Machado ,Alert,0,0,1,1,OOOOBOBIOBIOBIOOOBOOBI,OOOOBOBIOBIOBIOOOBOOBI,OOOOBOBIOBIOBIOOOOOOBI,Alert,Alert,Alert,579df7d7a1f31,57c569391e177,57de9eb604a11,10QX1Us80o
OOOBIIOOOOOOOOOOOO, Trânsito bom na Avenida Cristiano Machado e trechos com maior volume principalmente no sentido bairro mas boa fluidez ,Notification,0,0,0,0,OOOBIIOOOOOOOOOOOO,OOOBIIOOOOOOOOOOOO,OOOBIIOOOOOOOOOOOO,Notification,Notification,Notification,579df7d7a1f31,57de9eb604a11,57eb04ab2e6fd,10kl1abu4a
OOOOBIOBIIIOOOBI, Veículo com defeito no Viaduto Oeste com Nossa Senhora de Fátima prejudica trânsito sentido Barro Preto ,Alert,0,0,0,0,OOOOBIOBIIIOOOBI,OOOOBIOBIIIOOOBI,OOOOBIOBIIIOOOBI,Alert,Alert,Alert,578fb11f77bea,579df7d7a1f31,57c569391e177,10uWnMMmDR
OOOBIIOOOOOOOO, Trânsito bom na Avenida Afonso Pena e há trechos com maior volume mas fluindo ,Notification,0,0,0,0,OOOBIIOOOOOOOO,OOOBIIOOOOOOOO,OOOBIIOOOOOOOO,Notification,Notification,Notification,578fb11f77bea,579df7d7a1f31,57c569391e177,13EckKIVmD
OOOOBIOBIOOBIOBOB, Trânsito esta lento da Pedro I com João Samaha até a Antônio Carlos com Anel sentido centro ,Alert,0,0,0,0,OOOOBIOBIOOBIOBOB,OOOOBIOBIOOBIOBOB,OOOOBIOBIOOBIOBOB,Alert,Alert,Alert,579e226a688db,579df7d7a1f31,57c569391e177,13GmSWzgYg
OOOBOOOBIOBII, Trânsito fechado na Andradas a partir da Contorno Perrela sentido Praça da Estação ,Incident,0,1,0,1,OOOBOOOBBOBII,OOOBOOOBIOBII,OOOBOOOBIOBII,Incident,Incident,Incident,578fb11f77bea,579df7d7a1f31,57c569391e177,13Kwvpigng
OOOBIIOOOOOOOOOBIIIOOBII, Trânsito bom na Avenida Pedro II e trechos com maior volume mas fluindo bom no Elevado D Helena Greco bom na Praça Raul Soares ,Notification,0,0,0,0,OOOBIIOOOOOOOOOBIIIOOBII,OOOBIIOOOOOOOOOBIIIOOBII,OOOBIIOOOOOOOOOBIIIOOBII,Notification,Notification,Notification,579df7d7a1f31,57c569391e177,57de9eb604a11,13rJArc5L9
OOOOBIOBOBIOBIII, Trânsito está lento na Pedro II sentido centro entre Carlos Luz e Elevado Dona Helena Greco ,Alert,0,1,0,1,OOOOBIOOOBIOBIII,OOOOBIOBOBIOBIII,OOOOBIOBOBIOBIII,Alert,Alert,Alert,578fb11f77bea,57b4d7be3058a,579df7d7a1f31,14AnZV4IDG
OOOOOOBII, Trânsito está com boa fluidez na Barragem da Pampulha ,Notification,0,0,0,0,OOOOOOBII,OOOOOOBII,OOOOOOBII,Notification,Notification,Notification,579df7d7a1f31,57c569391e177,57de9eb604a11,15AvKBLowu
OOOBBIBIIIBIBIII, Trânsito intenso na Savassi Cristóvão Colombo R G do Norte G Vargas N Senhora do Carmo ,Alert,0,0,0,0,OOOBBIBIIIBIBIII,OOOBBIBIIIBIBIII,OOOBBIBIIIBIBIII,Alert,Alert,Alert,579df7d7a1f31,57de9eb604a11,57ea5cf4c0707,16LrkkrXSM
OOOBIIIOOBOOBII, Atualização retenção na Nossa Senhora do Carmo no sentido centro chega à Curva do Ponteio ,Alert,0,3,0,3,OOOBIIIOOBOOOOB,OOOBIIIOOBOOBII,OOOBIIIOOBOOBII,Alert,Incident,Alert,579df7d7a1f31,57c569391e177,57e7e133bbf9c,18vBvU4Z2Q
OOOOBIOOBIOOOB, Veículo com defeito na Cristiano Machado próximo ao Ouro Minas prejudica transito sentido centro ,Alert,0,0,0,0,OOOOBIOOBIOOOB,OOOOBIOOBIOOOB,OOOOBIOOBIOOOB,Incident,Alert,Alert,578fed8279970,578fb11f77bea,57c569391e177,19asgDzRqZ
OOOOBIOOBIOOOOOOOBIII, Trânsito fluindo bem na Carlos Luz e na Pedro II com maior fluxo de veículos próximo ao Elevado Dona Helena Greco ,Notification,0,0,0,0,OOOOBIOOBIOOOOOOOBIII,OOOOBIOOBIOOOOOOOBIII,OOOOBIOOBIOOOOOOOBIII,Notification,Notification,Alert,578fb11f77bea,579df7d7a1f31,57c569391e177,1B6manNF1d
OOBOBIIBI, Acidente na Araguari com Augusto de Lima Barro Preto ,Incident,0,0,0,0,OOBOBIIBI,OOBOBIIBI,OOBOBIIBI,Incident,Incident,Alert,578fb11f77bea,57b4d7be3058a,579df7d7a1f31,1CDSAHZ9OW
OOOOBIOOOOOOOB, Trânsito fluindo bem na Pedro I com maior fluxo de veículos próximo a Vilarinho ,Notification,0,0,0,0,OOOOBIOOOOOOOB,OOOOBIOOOOOOOB,OOOOBIOOOOOOOB,Notification,Notification,Alert,578fb11f77bea,579df7d7a1f31,57c569391e177,1CF6WuVu70
OOOBOOOOBOB, Atualização Retenção na Raja sentido bairro refletindo na Contorno sentido Savassi ,Incident,0,0,0,0,OOOBOOOOBOB,OOOBOOOOBOB,OOOBOOOOBOB,Notification,Incident,Incident,579df7d7a1f31,57c569391e177,57de9eb604a11,1DJ1GIzynB
OOOOBOBIOBOOOBOOOOBI, Trânsito está lento na Amazonas com Praça Sete sentido Andradas Trânsito impedido na Tupinambás e desviado para a Espírito Santo ,Incident,0,0,0,0,OOOOBOBIOBOOOBOOOOBI,OOOOBOBIOBOOOBOOOOBI,OOOOBOBIOBOOOBOOOOBI,Alert,Incident,Incident,578fb11f77bea,579df7d7a1f31,57b4d7be3058a,1DeTgt33j4
OOOBIIOBIIIOBI, Trânsito bom na Avenida Silva Lobo entre Barão H de Melo e Tereza Cristina ,Notification,0,0,0,0,OOOBIIOBIIIOBI,OOOBIIOBIIIOBI,OOOBIIOBIIIOBI,Notification,Notification,Notification,578fb11f77bea,579df7d7a1f31,57b4d7be3058a,1EEJKNPVLE
OOOOBII, Trânsito está bom no Complexo da Lagoinha ,Notification,0,0,0,0,OOOOBII,OOOOBII,OOOOBII,Notification,Notification,Notification,578fb11f77bea,57969c7874307,579df7d7a1f31,1EieKWc41Y
OOOBIOOOOOOOOOBBOOO, Trânsito bom na Avenida Amazonas mas há trechos intensos mas fluindo sentido bairro entre Contorno Expominas bom na Via ,Notification,0,2,0,2,OOOBIOOOOOOOOOBOOOB,OOOBIOOOOOOOOOBBOOO,OOOBIOOOOOOOOOBBOOO,Notification,Notification,Notification,579df7d7a1f31,57c569391e177,57de9eb604a11,1EoNMCwlLg
OOOOOBOBOBI, ATUALIZAÇÃO Trânsito foi liberado na Tupinambás entre Bahia e Espírito Santo ,Notification,0,0,0,0,OOOOOBOBOBI,OOOOOBOBOBI,OOOOOBOBOBI,Notification,Notification,Notification,578fb11f77bea,57b4d7be3058a,579df7d7a1f31,1Fra9FEl3I
